Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,1.1033324562066429,0.822415105674734,6.007294501386329
2,1.1033324562066429,0.7076942910070803,0.7062076505193001
3,0.7829431599012817,0.4662436716057023,0.7062076505193001
4,0.7829431599012817,0.4662436716057023,0.7062076505193001
5,0.7086662971877713,0.4307957291165895,0.7062076505193001
