Objective_Type,Tuning_Profile,Controller_Type,GS_Method,Iteration,PSO_Cost,PSO_Time,TPE_Cost,TPE_Time,CMA-ES_Cost,CMA-ES_Time,GWO_Cost,GWO_Time
default_objective,balanced,classic,None,40,0.007509298090866164,195.33622241020203,0.008725585019590242,8.866664,0.008067885542723639,9.105539,0.00702942302226968,159.84975200003828
default_objective,balanced,classic,None,41,0.007509298090866164,200.89197421073914,0.008591051635096584,9.088948,0.008067885542723639,8.425085,0.00702942302226968,163.68728400002874
default_objective,balanced,classic,None,42,0.007509298090866164,205.23086977005005,0.008591051635096584,9.324393,0.008067885542723639,9.305422,0.00702942302226968,167.62818710002466
default_objective,balanced,classic,None,43,0.007509298090866164,210.50014400482178,0.008591051635096584,9.558571,0.008067885542723639,9.038752,0.007014316183858926,171.49408310001309
default_objective,balanced,classic,None,44,0.007509298090866164,214.55034279823303,0.008591051635096584,9.788769,0.008067885542723639,10.328454,0.007011318234015661,175.3932507000136
default_objective,balanced,classic,None,45,0.007509298090866164,219.24306631088257,0.008591051635096584,10.300067,0.008067885542723639,9.430284,0.0070033102853431645,179.23064030001115
default_objective,balanced,classic,None,46,0.007509298090866164,223.8408646583557,0.008591051635096584,10.45463,0.008067885542723639,10.353763,0.0070033102853431645,183.09781540000404
default_objective,balanced,classic,None,47,0.007509298090866164,228.0873668193817,0.008591051635096584,10.103509,0.008067885542723639,10.345988,0.007000259767475366,187.05951849999838
default_objective,balanced,classic,None,48,0.007509298090866164,232.64130973815918,0.008591051635096584,10.832567,0.008067885542723639,10.499203,0.006997987823032446,190.92338569999265
default_objective,balanced,classic,None,49,0.007509298090866164,237.01866340637207,0.008591051635096584,11.56307,0.008067885542723639,10.230607,0.006997438103383514,194.75508969998918
default_objective,balanced,classic,None,50,0.007509298090866164,241.7506787776947,0.008591051635096584,10.964699,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,51,0.007509298090866164,241.7506787776947,0.008591051635096584,11.575212,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,52,0.007509298090866164,241.7506787776947,0.008591051635096584,11.192482,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,53,0.007509298090866164,241.7506787776947,0.008591051635096584,11.71242,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,54,0.007509298090866164,241.7506787776947,0.008591051635096584,11.946751,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,55,0.007509298090866164,241.7506787776947,0.008591051635096584,12.177478,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,56,0.007509298090866164,241.7506787776947,0.008591051635096584,12.401779,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,57,0.007509298090866164,241.7506787776947,0.008591051635096584,12.638907,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,58,0.007509298090866164,241.7506787776947,0.008591051635096584,12.858831,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,59,0.007509298090866164,241.7506787776947,0.008591051635096584,13.085186,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,60,0.007509298090866164,241.7506787776947,0.008591051635096584,13.522089,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,61,0.007509298090866164,241.7506787776947,0.008591051635096584,13.67648,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,62,0.007509298090866164,241.7506787776947,0.008591051635096584,13.726797,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,63,0.007509298090866164,241.7506787776947,0.008591051635096584,14.372707,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,64,0.007509298090866164,241.7506787776947,0.008591051635096584,14.171306,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,65,0.007509298090866164,241.7506787776947,0.008591051635096584,14.358218,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,66,0.007509298090866164,241.7506787776947,0.008591051635096584,14.632264,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,67,0.007509298090866164,241.7506787776947,0.008591051635096584,14.959939,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,68,0.007509298090866164,241.7506787776947,0.008591051635096584,15.223717,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,69,0.007509298090866164,241.7506787776947,0.008591051635096584,16.055626,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,70,0.007509298090866164,241.7506787776947,0.008591051635096584,15.788785,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,71,0.007509298090866164,241.7506787776947,0.008591051635096584,15.785784,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,72,0.007509298090866164,241.7506787776947,0.008591051635096584,15.944925,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,73,0.007509298090866164,241.7506787776947,0.008591051635096584,16.54647,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,74,0.007509298090866164,241.7506787776947,0.008120784681053574,16.623148,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
default_objective,balanced,classic,None,75,0.007509298090866164,241.7506787776947,0.008120784681053574,16.441468,0.008067885542723639,10.45776,0.006997057264148335,198.6224261999887
time_domain_objective,balanced,classic,None,1,0.4433865413565802,3.7974185943603516,0.9969262584370593,2.528269,0.8911282121607264,1.53345,0.28567472451475845,3.9093012000084855
time_domain_objective,balanced,classic,None,2,0.350229015490942,7.170677661895752,0.8067735351421211,1.563816,0.4662172988770098,1.321661,0.28553310885386357,8.030010800008313
time_domain_objective,balanced,classic,None,3,0.350229015490942,10.785369873046875,0.676388029263648,1.578238,0.4662172988770098,1.378129,0.28205994717465843,12.112971700014896
time_domain_objective,balanced,classic,None,4,0.32921476078101775,14.216167449951172,0.37750796513768736,2.850298,0.4662172988770098,1.47491,0.2815821046750067,15.99426720001793
time_domain_objective,balanced,classic,None,5,0.31042070372356584,17.55403709411621,0.37750796513768736,2.188847,0.4439381140792553,2.878994,0.2811866683986559,19.825569400010863
time_domain_objective,balanced,classic,None,6,0.31042070372356584,21.44333839416504,0.37750796513768736,3.238716,0.4439381140792553,1.471547,0.2811866683986559,23.8624805000145
time_domain_objective,balanced,classic,None,7,0.31042070372356584,24.808876991271973,0.37750796513768736,3.400722,0.4439381140792553,2.521043,0.2811866683986559,27.842269700006
time_domain_objective,balanced,classic,None,8,0.31042070372356584,28.55409836769104,0.37750796513768736,3.409076,0.4439381140792553,4.5158,0.2811866683986559,31.87509700001101
time_domain_objective,balanced,classic,None,9,0.31042070372356584,32.18248891830444,0.37750796513768736,3.423335,0.4439381140792553,4.646066,0.2811830704732193,35.78539330001513
time_domain_objective,balanced,classic,None,10,0.31042070372356584,36.004902601242065,0.37750796513768736,3.882172,0.4439381140792553,4.536113,0.2811830704732193,40.118384800021886
time_domain_objective,balanced,classic,None,11,0.31042070372356584,40.04959297180176,0.37750796513768736,3.616764,0.4439381140792553,6.469019,0.2811830704732193,45.210613200019
time_domain_objective,balanced,classic,None,12,0.31042070372356584,43.66668748855591,0.37750796513768736,3.923328,0.4439381140792553,5.901645,0.2811830468773721,49.62676170001214
time_domain_objective,balanced,classic,None,13,0.31042070372356584,47.15148591995239,0.37750796513768736,4.956245,0.4439381140792553,4.01021,0.2811830468773721,54.950744400019175
time_domain_objective,balanced,classic,None,14,0.31042070372356584,50.766072511672974,0.37750796513768736,5.363405,0.4439381140792553,4.146861,0.28118297346530713,59.37684410001384
time_domain_objective,balanced,classic,None,15,0.31042070372356584,54.42153835296631,0.37750796513768736,5.545938,0.4439381140792553,3.946563,0.2811822965958041,63.26582040001813
time_domain_objective,balanced,classic,None,16,0.31042070372356584,59.85131597518921,0.37750796513768736,5.860036,0.4439381140792553,4.853285,0.2811822965958041,67.08869020002021
time_domain_objective,balanced,classic,None,17,0.31042070372356584,64.12909841537476,0.37750796513768736,5.553555,0.4439381140792553,5.018114,0.2811822965958041,71.06841610002448
time_domain_objective,balanced,classic,None,18,0.31042070372356584,68.10881924629211,0.37750796513768736,5.663985,0.4439381140792553,6.578531,0.2811822965958041,75.55577730003279
time_domain_objective,balanced,classic,None,19,0.31042070372356584,72.18492364883423,0.37750796513768736,5.826958,0.4439381140792553,7.114494,0.2811822965958041,79.84125940002559
time_domain_objective,balanced,classic,None,20,0.31042070372356584,76.11446142196655,0.37750796513768736,5.964472,0.4439381140792553,7.170475,0.2811822965958041,83.9777084000234
time_domain_objective,balanced,classic,None,21,0.31042070372356584,80.22245025634766,0.37750796513768736,7.16698,0.4439381140792553,7.765203,0.2811822965958041,87.89728300002753
time_domain_objective,balanced,classic,None,22,0.31042070372356584,85.49014592170715,0.37750796513768736,6.905251,0.4439381140792553,6.531947,0.2811822965958041,91.774346300037
time_domain_objective,balanced,classic,None,23,0.31042070372356584,90.31655550003052,0.3447689403937494,6.933701,0.4439381140792553,6.974334,0.2811822965958041,95.74080900003901
time_domain_objective,balanced,classic,None,24,0.31042070372356584,94.49551224708557,0.3447689403937494,7.091632,0.4439381140792553,7.523285,0.2811822965958041,99.8390064000414
time_domain_objective,balanced,classic,None,25,0.31042070372356584,98.52940225601196,0.32682594795855835,7.566094,0.4439381140792553,8.296178,0.2811822965958041,103.74725650003529
time_domain_objective,balanced,classic,None,26,0.31042070372356584,102.39909768104553,0.32682594795855835,7.300452,0.4439381140792553,8.695435,0.2811822965958041,107.56699830004072
time_domain_objective,balanced,classic,None,27,0.31042070372356584,106.34280133247375,0.32682594795855835,9.498421,0.4439381140792553,8.214982,0.2811822965958041,111.44964660004189
time_domain_objective,balanced,classic,None,28,0.31042070372356584,110.09067559242249,0.32682594795855835,10.423313,0.4439381140792553,8.293208,0.2811822965958041,115.41167510004016
time_domain_objective,balanced,classic,None,29,0.31042070372356584,113.87628316879272,0.32682594795855835,10.806222,0.4439381140792553,9.424443,0.2811822965958041,119.30613610004366
time_domain_objective,balanced,classic,None,30,0.30185419156230364,117.59529447555542,0.32682594795855835,10.774603,0.4439381140792553,8.710655,0.2811822965958041,123.19353810005123
time_domain_objective,balanced,classic,None,31,0.30185419156230364,121.54041123390198,0.32682594795855835,13.456171,0.4439381140792553,9.408567,0.2811822965958041,127.14176600005885
time_domain_objective,balanced,classic,None,32,0.30185419156230364,125.47565340995789,0.32682594795855835,11.243051,0.4439381140792553,8.558141,0.2811822965958041,131.1315224000573
time_domain_objective,balanced,classic,None,33,0.30185419156230364,129.8964283466339,0.32682594795855835,12.566504,0.4439381140792553,9.76032,0.2811822965958041,135.14814340004523
time_domain_objective,balanced,classic,None,34,0.30185419156230364,134.37082242965698,0.32682594795855835,13.118154,0.4439381140792553,9.542648,0.2811822965958041,138.96177250004257
time_domain_objective,balanced,classic,None,35,0.30185419156230364,138.04128527641296,0.32682594795855835,13.44102,0.4439381140792553,9.977338,0.2811822965958041,143.454632100038
time_domain_objective,balanced,classic,None,36,0.30185419156230364,142.46276307106018,0.32682594795855835,16.167918,0.4439381140792553,10.310175,0.2811822343873118,149.107598600036
time_domain_objective,balanced,classic,None,37,0.29789239556242697,147.02178525924683,0.32682594795855835,13.488357,0.4439381140792553,11.368427,0.2811822343873118,153.18145560004632
time_domain_objective,balanced,classic,None,38,0.29789239556242697,151.3975646495819,0.32682594795855835,14.131906,0.4439381140792553,11.227383,0.2811822343873118,157.14208570004848
time_domain_objective,balanced,classic,None,39,0.29789239556242697,154.96390962600708,0.32682594795855835,15.935258,0.4439381140792553,11.600517,0.2811822343873118,161.16081890005444
time_domain_objective,balanced,classic,None,40,0.29789239556242697,158.38107562065125,0.32682594795855835,17.011588,0.4439381140792553,11.847883,0.2811822343873118,167.39161160006188
time_domain_objective,balanced,classic,None,41,0.29789239556242697,161.77635169029236,0.32682594795855835,18.526086,0.4439381140792553,11.073089,0.2811822343873118,171.73956900005578
time_domain_objective,balanced,classic,None,42,0.29789239556242697,165.12646794319153,0.32682594795855835,18.606838,0.4439381140792553,11.071784,0.2811822343873118,175.79617240004882
time_domain_objective,balanced,classic,None,43,0.29789239556242697,168.55967020988464,0.32682594795855835,15.694557,0.4439381140792553,11.725445,0.2811822343873118,179.73434620004264
time_domain_objective,balanced,classic,None,44,0.29789239556242697,172.00094366073608,0.32682594795855835,17.736813,0.4439381140792553,11.582722,0.2811822343873118,183.66220800003794
time_domain_objective,balanced,classic,None,45,0.29789239556242697,175.60055541992188,0.3072876214610983,17.795989,0.4439381140792553,11.802423,0.2811822343873118,188.51246760004142
time_domain_objective,balanced,classic,None,46,0.29789239556242697,180.49252104759216,0.3022793666845231,17.46635,0.4439381140792553,11.834069,0.2811822343873118,192.52398970004288
time_domain_objective,balanced,classic,None,47,0.29789239556242697,188.7504005432129,0.3022793666845231,17.76777,0.4439381140792553,11.864001,0.2811822343873118,197.13921850004408
time_domain_objective,balanced,classic,None,48,0.29789239556242697,198.6242949962616,0.3022793666845231,18.541375,0.4439381140792553,11.867251,0.2811820958509389,202.50830930004304
time_domain_objective,balanced,classic,None,49,0.29789239556242697,203.59315729141235,0.3022793666845231,18.303753,0.4439381140792553,11.871801,0.2811820958509389,209.44793760005268
time_domain_objective,balanced,classic,None,50,0.29789239556242697,207.97875142097473,0.3022793666845231,18.609851,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,51,0.29789239556242697,207.97875142097473,0.3022793666845231,19.0313,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,52,0.29789239556242697,207.97875142097473,0.3022793666845231,19.101659,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,53,0.29789239556242697,207.97875142097473,0.3022793666845231,20.137424,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,54,0.29789239556242697,207.97875142097473,0.3022793666845231,20.428167,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,55,0.29789239556242697,207.97875142097473,0.3022793666845231,20.548686,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,56,0.29789239556242697,207.97875142097473,0.3022793666845231,20.564318,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,57,0.29789239556242697,207.97875142097473,0.3022793666845231,20.398595,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,58,0.29789239556242697,207.97875142097473,0.3022793666845231,20.76975,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,59,0.29789239556242697,207.97875142097473,0.3022793666845231,21.543034,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,60,0.29789239556242697,207.97875142097473,0.3022793666845231,21.461575,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,61,0.29789239556242697,207.97875142097473,0.3022793666845231,21.463578,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,62,0.29789239556242697,207.97875142097473,0.3022793666845231,21.480519,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,63,0.29789239556242697,207.97875142097473,0.3022793666845231,22.067262,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,64,0.29789239556242697,207.97875142097473,0.3022793666845231,22.074628,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,65,0.29789239556242697,207.97875142097473,0.3022793666845231,22.878967,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,66,0.29789239556242697,207.97875142097473,0.3022793666845231,23.0892,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,67,0.29789239556242697,207.97875142097473,0.3022793666845231,23.284317,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,68,0.29789239556242697,207.97875142097473,0.3022793666845231,24.282122,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,69,0.29789239556242697,207.97875142097473,0.3022793666845231,23.564815,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,70,0.29789239556242697,207.97875142097473,0.3022793666845231,24.286115,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,71,0.29789239556242697,207.97875142097473,0.3022793666845231,24.287411,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,72,0.29789239556242697,207.97875142097473,0.3022793666845231,24.263374,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,73,0.29789239556242697,207.97875142097473,0.3022793666845231,24.277115,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,74,0.29789239556242697,207.97875142097473,0.3022793666845231,24.295412,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,balanced,classic,None,75,0.29789239556242697,207.97875142097473,0.3022793666845231,24.491994,0.4439381140792553,11.869252,0.2811820958509389,217.52601280005183
time_domain_objective,aggressive,classic,None,1,0.5396941711531446,17.341314792633057,6.0361175746128835,0.866882,1.1509000362719288,2.683508,0.2983707877562625,4.106242800000473
time_domain_objective,aggressive,classic,None,2,0.5396941711531446,32.11676001548767,1.4024447585851638,0.868497,1.1509000362719288,3.000273,0.2768787170587909,8.200570899993181
time_domain_objective,aggressive,classic,None,3,0.5325434484905472,40.855971336364746,1.1450482996026274,0.870573,1.1509000362719288,3.202326,0.27329774897227443,12.19674609998765
time_domain_objective,aggressive,classic,None,4,0.5181825758998446,48.50779151916504,1.1450482996026274,0.873521,1.1509000362719288,2.559496,0.2708607719019086,16.053686399987782
time_domain_objective,aggressive,classic,None,5,0.5086106106960575,57.61677312850952,0.7669945363525357,1.294145,0.8321123562674698,2.778333,0.26959056084913613,19.927563099976396
time_domain_objective,aggressive,classic,None,6,0.5014304003208825,64.50976872444153,0.7669945363525357,2.321338,0.8321123562674698,3.421994,0.26959056084913613,23.865585599982296
time_domain_objective,aggressive,classic,None,7,0.45246255604483787,74.9002194404602,0.7669945363525357,2.586999,0.8321123562674698,3.18676,0.26959056084913613,27.82425369997509
time_domain_objective,aggressive,classic,None,8,0.45246255604483787,84.0904552936554,0.7669945363525357,3.349879,0.8321123562674698,3.184759,0.26959056084913613,31.685188799965545
time_domain_objective,aggressive,classic,None,9,0.45246255604483787,95.7037570476532,0.7669945363525357,2.941721,0.8321123562674698,4.406868,0.26959056084913613,35.52318979996198
time_domain_objective,aggressive,classic,None,10,0.45246255604483787,110.48866748809814,0.7669945363525357,3.29325,0.8321123562674698,3.342491,0.26959056084913613,39.63699159996759
time_domain_objective,aggressive,classic,None,11,0.43926683501311253,120.9460859298706,0.7669945363525357,3.067921,0.8321123562674698,3.107763,0.26959056084913613,43.98464269997203
time_domain_objective,aggressive,classic,None,12,0.43926683501311253,129.59167766571045,0.7669945363525357,2.723289,0.8321123562674698,4.790613,0.26959056084913613,49.17196809996676
time_domain_objective,aggressive,classic,None,13,0.43926683501311253,134.80801653862,0.7669945363525357,3.351876,0.8321123562674698,4.820177,0.26959056084913613,53.3942433999764
time_domain_objective,aggressive,classic,None,14,0.43926683501311253,139.49308109283447,0.7669945363525357,3.354874,0.8321123562674698,5.056608,0.26959056084913613,57.42785019997973
time_domain_objective,aggressive,classic,None,15,0.43926683501311253,148.53609204292297,0.7669945363525357,3.356894,0.8321123562674698,4.627945,0.269568238491549,61.28969849998248
time_domain_objective,aggressive,classic,None,16,0.43926683501311253,158.27595138549805,0.7669945363525357,3.367072,0.8321123562674698,5.03542,0.269568238491549,65.2523481999815
time_domain_objective,aggressive,classic,None,17,0.43926683501311253,167.93877863883972,0.7669945363525357,4.24785,0.8321123562674698,4.777899,0.269568238491549,69.24903899997298
time_domain_objective,aggressive,classic,None,18,0.43926683501311253,175.69005012512207,0.4837516147777946,4.327992,0.8321123562674698,6.31676,0.269568238491549,73.27965869996115
time_domain_objective,aggressive,classic,None,19,0.43926683501311253,184.65722966194153,0.4837516147777946,4.344546,0.8321123562674698,7.03596,0.269568238491549,77.17129149995162
time_domain_objective,aggressive,classic,None,20,0.43926683501311253,192.5288245677948,0.4837516147777946,4.428006,0.8321123562674698,5.461881,0.269568238491549,81.12621789996047
time_domain_objective,aggressive,classic,None,21,0.43926683501311253,204.07787823677063,0.4837516147777946,4.425493,0.8321123562674698,5.429622,0.269568238491549,85.07848219995503
time_domain_objective,aggressive,classic,None,22,0.43926683501311253,214.07428097724915,0.4837516147777946,5.110987,0.8321123562674698,7.003818,0.269568238491549,89.19913439995435
