Iteration,GA_Cost,PSO_Cost,TPE_Cost,CMA-ES_Cost,GWO_Cost
23,0.426065300147934,0.39570694173776266,0.425545056854139,0.44949926739973733,0.3935617625995064
24,0.426065300147934,0.39570694173776266,0.425545056854139,0.44949926739973733,0.3935603689361369
25,0.426065300147934,0.39570694173776266,0.425545056854139,0.44949926739973733,0.39355491557244227
26,0.4201353855589812,0.39570694173776266,0.425545056854139,0.44949926739973733,0.3935438203985602
27,0.4201353855589812,0.39570694173776266,0.425545056854139,0.44949926739973733,0.39354289556878097
28,0.41776152889394813,0.39570694173776266,0.425545056854139,0.44949926739973733,0.39354289556878097
29,0.41776152889394813,0.39570694173776266,0.425545056854139,0.44949926739973733,0.3935358913070491
30,0.41776152889394813,0.39570694173776266,0.425545056854139,0.4414806872222601,0.393532103069334
31,0.41760999724197756,0.39570694173776266,0.425545056854139,0.4414806872222601,0.393532103069334
32,0.4165114787328693,0.39570694173776266,0.425545056854139,0.4414806872222601,0.3935284063831994
33,0.4120177116915756,0.39570694173776266,0.425545056854139,0.4414806872222601,0.3935271145803433
34,0.4120177116915756,0.39570694173776266,0.425545056854139,0.4414806872222601,0.39352605634857746
35,0.4089110885075814,0.39570694173776266,0.425545056854139,0.4414806872222601,0.3935196114158084
36,0.4014307335501743,0.39570694173776266,0.425545056854139,0.4414806872222601,0.39351903511524194
37,0.4014307335501743,0.39570694173776266,0.425545056854139,0.4414806872222601,0.3935190175043204
38,0.3944728530206881,0.39570694173776266,0.425545056854139,0.4414806872222601,0.39351850328201987
39,0.39439351103912673,0.39570694173776266,0.425545056854139,0.4347088504138068,0.39351850328201987
40,0.39439351103912673,0.39570694173776266,0.425545056854139,0.43363310940012073,0.3935184320857123
41,0.39439351103912673,0.39570694173776266,0.425545056854139,0.43363310940012073,0.3935184320857123
42,0.39439351103912673,0.39570694173776266,0.425545056854139,0.43363310940012073,0.3935182189665043
43,0.39439351103912673,0.39570694173776266,0.425545056854139,0.43363310940012073,0.39351770187910556
44,0.39439351103912673,0.39570694173776266,0.4238874661812471,0.43363310940012073,0.39351703426113877
45,0.3943398085581402,0.39570694173776266,0.4238874661812471,0.4032091170310337,0.39351703426113877
46,0.39430485911084934,0.39570694173776266,0.42216927675678584,0.4032091170310337,0.3935162281005496
47,0.39405414977943853,0.39570694173776266,0.42216927675678584,0.4032091170310337,0.3935162281005496
48,0.39405414977943853,0.39570694173776266,0.42216927675678584,0.4032091170310337,0.3935159780815923
49,0.39405414977943853,0.39570694173776266,0.42216927675678584,0.4032091170310337,0.3935159724012373
50,0.3940533277583127,0.39570694173776266,0.42216927675678584,0.4032091170310337,0.3935159724012373
51,0.3940533277583127,0.39570694173776266,0.41750448515901084,0.4032091170310337,0.3935159724012373
52,0.3940533277583127,0.39570694173776266,0.41750448515901084,0.4032091170310337,0.3935159724012373
53,0.3940533277583127,0.39570694173776266,0.4112303533859468,0.4032091170310337,0.3935159724012373
54,0.3940533277583127,0.39570694173776266,0.4112303533859468,0.4032091170310337,0.3935159724012373
55,0.3940533277583127,0.39570694173776266,0.4063388842517336,0.4032091170310337,0.3935159724012373
56,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
57,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
58,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
59,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
60,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
61,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
62,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
63,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
64,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
65,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
66,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
67,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
68,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
69,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
70,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
71,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
72,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
73,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
74,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
75,0.3940533277583127,0.39570694173776266,0.4063037564731403,0.4032091170310337,0.3935159724012373
