Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.12637799250955137,0.041815887424287254,2.6866085290762283
2,0.02135993209197339,0.041815887424287254,1.5066186673508084
3,0.0178523413488867,0.012218745825807,1.5066186673508084
4,0.016795842503266906,0.011322958388709267,1.439887397853597
5,0.01613595984912168,0.010082723405427584,1.439887397853597
