Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.01477414872559382,0.01042692170292935,2.940808886726539
2,0.012882417524128822,0.01042692170292935,0.01688223783835671
3,0.012882417524128822,0.010417416404810786,0.01178974207163384
4,0.012855616046450403,0.009806313073735242,0.01178974207163384
5,0.012455187475404573,0.009806313073735242,0.01178974207163384
