Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.3508945148994137,0.3548713069959751,0.5497680675337057
2,0.3508945148994137,0.3399252607438062,0.5497680675337057
3,0.3508945148994137,0.3353633873541396,0.5497680675337057
4,0.3498427178303362,0.32435084727153546,0.5497680675337057
5,0.34238562934023486,0.32435084727153546,0.5497680675337057
