Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.0668775077704907,0.0311716797740409,9.923664649291618
2,0.029348077270538887,0.02723582899051682,0.01873484304356623
3,0.029348077270538887,0.018515722601807522,0.01873484304356623
4,0.029348077270538887,0.014372208478534812,0.01873484304356623
5,0.029348077270538887,0.014372208478534812,0.01873484304356623
