Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.3364290341281734,0.3729718838368308,0.44616984923718883
2,0.3364290341281734,0.35093896910906186,0.42009035567664454
3,0.3364290341281734,0.35093896910906186,0.42009035567664454
4,0.3364290341281734,0.34515174182036934,0.38757968457619785
5,0.3364290341281734,0.34515174182036934,0.38757968457619785
