Objective_Type,Tuning_Profile,Controller_Type,GS_Method,Iteration,GWO_Cost
time_domain_objective,balanced,model_based,step,3,0.38366472889650277
time_domain_objective,balanced,model_based,step,4,0.3832074299049081
time_domain_objective,balanced,model_based,step,5,0.38318249407478516
time_domain_objective,balanced,model_based,step,6,0.3831077752080647
time_domain_objective,balanced,model_based,step,7,0.3831077752080647
time_domain_objective,balanced,model_based,step,8,0.3831077752080647
time_domain_objective,balanced,model_based,step,9,0.3831001119803617
time_domain_objective,balanced,model_based,step,10,0.3830805259712408
time_domain_objective,balanced,model_based,step,11,0.3830637474269542
time_domain_objective,balanced,model_based,step,12,0.38306101674072784
time_domain_objective,balanced,model_based,step,13,0.38306101674072784
time_domain_objective,balanced,model_based,step,14,0.38306101674072784
time_domain_objective,balanced,model_based,step,15,0.38306101674072784
time_domain_objective,balanced,model_based,step,16,0.38306101674072784
time_domain_objective,balanced,model_based,step,17,0.38306101674072784
time_domain_objective,balanced,model_based,step,18,0.38306101674072784
time_domain_objective,balanced,model_based,step,19,0.38306101674072784
time_domain_objective,balanced,model_based,step,20,0.38306101674072784
time_domain_objective,balanced,model_based,step,21,0.38306101674072784
time_domain_objective,balanced,model_based,step,22,0.38306101674072784
time_domain_objective,balanced,model_based,step,23,0.38306101674072784
time_domain_objective,balanced,model_based,step,24,0.38306101674072784
time_domain_objective,balanced,model_based,step,25,0.38306101674072784
time_domain_objective,balanced,model_based,step,26,0.38306101674072784
time_domain_objective,balanced,model_based,step,27,0.38306101674072784
time_domain_objective,balanced,model_based,step,28,0.38306101674072784
time_domain_objective,balanced,model_based,step,29,0.38306101674072784
time_domain_objective,balanced,model_based,step,30,0.38306101674072784
time_domain_objective,balanced,model_based,step,31,0.38306101674072784
time_domain_objective,balanced,model_based,step,32,0.38306101674072784
time_domain_objective,balanced,model_based,step,33,0.38306101674072784
time_domain_objective,balanced,model_based,step,34,0.38306101674072784
time_domain_objective,balanced,model_based,step,35,0.38306101674072784
time_domain_objective,balanced,model_based,step,36,0.38306101674072784
time_domain_objective,balanced,model_based,step,37,0.38306101674072784
time_domain_objective,balanced,model_based,step,38,0.38306101674072784
time_domain_objective,balanced,model_based,step,39,0.38306101674072784
time_domain_objective,balanced,model_based,step,40,0.38306101674072784
time_domain_objective,balanced,model_based,step,41,0.38306101674072784
time_domain_objective,balanced,model_based,step,42,0.38306101674072784
time_domain_objective,balanced,model_based,step,43,0.38306101674072784
time_domain_objective,balanced,model_based,step,44,0.38306101674072784
time_domain_objective,balanced,model_based,step,45,0.383060656433981
time_domain_objective,balanced,model_based,step,46,0.383060656433981
time_domain_objective,balanced,model_based,step,47,0.383060656433981
time_domain_objective,balanced,model_based,step,48,0.383060656433981
time_domain_objective,balanced,model_based,step,49,0.3830602140791591
time_domain_objective,balanced,model_based,step,50,0.3830602140791591
time_domain_objective,balanced,model_based,linear,1,0.3870902787340248
time_domain_objective,balanced,model_based,linear,2,0.3870902787340248
time_domain_objective,balanced,model_based,linear,3,0.3837469032687049
time_domain_objective,balanced,model_based,linear,4,0.38315286656108455
time_domain_objective,balanced,model_based,linear,5,0.3831122725347989
time_domain_objective,balanced,model_based,linear,6,0.38310431795434946
time_domain_objective,balanced,model_based,linear,7,0.38310195314449413
time_domain_objective,balanced,model_based,linear,8,0.3831009850456201
time_domain_objective,balanced,model_based,linear,9,0.3831008205641557
time_domain_objective,balanced,model_based,linear,10,0.38309387990079086
time_domain_objective,balanced,model_based,linear,11,0.38309387990079086
time_domain_objective,balanced,model_based,linear,12,0.383084983948932
time_domain_objective,balanced,model_based,linear,13,0.383084983948932
time_domain_objective,balanced,model_based,linear,14,0.3830831721604405
time_domain_objective,balanced,model_based,linear,15,0.3830831721604405
time_domain_objective,balanced,model_based,linear,16,0.3830831721604405
time_domain_objective,balanced,model_based,linear,17,0.3830831721604405
time_domain_objective,balanced,model_based,linear,18,0.3830831721604405
time_domain_objective,balanced,model_based,linear,19,0.3830831721604405
time_domain_objective,balanced,model_based,linear,20,0.3830831721604405
time_domain_objective,balanced,model_based,linear,21,0.3830831721604405
time_domain_objective,balanced,model_based,linear,22,0.3830831721604405
time_domain_objective,balanced,model_based,linear,23,0.3830831721604405
time_domain_objective,balanced,model_based,linear,24,0.3830831721604405
time_domain_objective,balanced,model_based,linear,25,0.3830831721604405
time_domain_objective,balanced,model_based,linear,26,0.3830831721604405
time_domain_objective,balanced,model_based,linear,27,0.3830831721604405
time_domain_objective,balanced,model_based,linear,28,0.3830831721604405
time_domain_objective,balanced,model_based,linear,29,0.38308290194847533
time_domain_objective,balanced,model_based,linear,30,0.38308290194847533
time_domain_objective,balanced,model_based,linear,31,0.38308290194847533
time_domain_objective,balanced,model_based,linear,32,0.38308290194847533
time_domain_objective,balanced,model_based,linear,33,0.38308290194847533
time_domain_objective,balanced,model_based,linear,34,0.38308290194847533
time_domain_objective,balanced,model_based,linear,35,0.38308290194847533
time_domain_objective,balanced,model_based,linear,36,0.38308290194847533
time_domain_objective,balanced,model_based,linear,37,0.38308290194847533
time_domain_objective,balanced,model_based,linear,38,0.38308290194847533
time_domain_objective,balanced,model_based,linear,39,0.38308290194847533
time_domain_objective,balanced,model_based,linear,40,0.38308290194847533
time_domain_objective,balanced,model_based,linear,41,0.38308290194847533
time_domain_objective,balanced,model_based,linear,42,0.38308290194847533
time_domain_objective,balanced,model_based,linear,43,0.38308290194847533
time_domain_objective,balanced,model_based,linear,44,0.38308290194847533
time_domain_objective,balanced,model_based,linear,45,0.38308290194847533
time_domain_objective,balanced,model_based,linear,46,0.38308290194847533
time_domain_objective,balanced,model_based,linear,47,0.38308290194847533
time_domain_objective,balanced,model_based,linear,48,0.38308290194847533
time_domain_objective,balanced,model_based,linear,49,0.38308290194847533
time_domain_objective,balanced,model_based,linear,50,0.38308290194847533
time_domain_objective,balanced,model_based,sigmoid,1,0.3977613401267108
time_domain_objective,balanced,model_based,sigmoid,2,0.38546962230051657
time_domain_objective,balanced,model_based,sigmoid,3,0.3847570712766207
time_domain_objective,balanced,model_based,sigmoid,4,0.38389984474228306
time_domain_objective,balanced,model_based,sigmoid,5,0.38389984474228306
time_domain_objective,balanced,model_based,sigmoid,6,0.38348554700650866
time_domain_objective,balanced,model_based,sigmoid,7,0.38348554700650866
time_domain_objective,balanced,model_based,sigmoid,8,0.38348189330535726
time_domain_objective,balanced,model_based,sigmoid,9,0.38348189330535726
time_domain_objective,balanced,model_based,sigmoid,10,0.38348189330535726
time_domain_objective,balanced,model_based,sigmoid,11,0.38347521084869274
time_domain_objective,balanced,model_based,sigmoid,12,0.38346742818374036
time_domain_objective,balanced,model_based,sigmoid,13,0.38346742818374036
time_domain_objective,balanced,model_based,sigmoid,14,0.3834658445337038
time_domain_objective,balanced,model_based,sigmoid,15,0.3834650481077303
time_domain_objective,balanced,model_based,sigmoid,16,0.3834650481077303
time_domain_objective,balanced,model_based,sigmoid,17,0.3834650481077303
time_domain_objective,balanced,model_based,sigmoid,18,0.3834650481077303
time_domain_objective,balanced,model_based,sigmoid,19,0.3834650481077303
time_domain_objective,balanced,model_based,sigmoid,20,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,21,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,22,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,23,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,24,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,25,0.38346335519098224
time_domain_objective,balanced,model_based,sigmoid,26,0.38346288903351117
time_domain_objective,balanced,model_based,sigmoid,27,0.38346288903351117
time_domain_objective,balanced,model_based,sigmoid,28,0.38346288903351117
time_domain_objective,balanced,model_based,sigmoid,29,0.38346288903351117
time_domain_objective,balanced,model_based,sigmoid,30,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,31,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,32,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,33,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,34,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,35,0.38346277309408927
time_domain_objective,balanced,model_based,sigmoid,36,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,37,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,38,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,39,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,40,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,41,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,42,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,43,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,44,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,45,0.38345935087180943
time_domain_objective,balanced,model_based,sigmoid,46,0.38345902730914505
time_domain_objective,balanced,model_based,sigmoid,47,0.383458908609246
time_domain_objective,balanced,model_based,sigmoid,48,0.3834587423768473
time_domain_objective,balanced,model_based,sigmoid,49,0.38345847933057264
time_domain_objective,balanced,model_based,sigmoid,50,0.38345847933057264
