Seed,Objective_Type,Tuning_Profile,Controller_Type,GS_Method,Iteration,PSO_Cost,PSO_Time,TPE_Cost,TPE_Time,CMA-ES_Cost,CMA-ES_Time,GWO_Cost,GWO_Time
None,time_domain_objective,balanced,classic,None,38,0.3128701190435496,125.5091073513031,0.38025210703062096,7.739769,0.3380386783905728,7.733986,0.2815795070288394,143.98233029991388
None,time_domain_objective,balanced,classic,None,39,0.3128701190435496,128.5627031326294,0.38025210703062096,7.74777,0.3380386783905728,8.080058,0.2815795070288394,147.73223149986006
None,time_domain_objective,balanced,classic,None,40,0.3128701190435496,131.58910155296326,0.38025210703062096,7.906742,0.3380386783905728,7.878724,0.2815795070288394,151.57510939985514
None,time_domain_objective,balanced,classic,None,41,0.3128701190435496,134.5851719379425,0.38025210703062096,8.714346,0.3380386783905728,8.210465,0.2815795070288394,155.50138269987656
None,time_domain_objective,balanced,classic,None,42,0.3044728730877425,137.61377906799316,0.38025210703062096,8.670486,0.3380386783905728,8.738013,0.2815795070288394,159.28324589983094
None,time_domain_objective,balanced,classic,None,43,0.3044728730877425,140.6605260372162,0.38025210703062096,8.712344,0.3380386783905728,9.54351,0.281578933701597,163.02460339985555
None,time_domain_objective,balanced,classic,None,44,0.3044728730877425,143.69946336746216,0.38025210703062096,8.687635,0.3380386783905728,9.086324,0.2815788966579333,166.81150299985893
None,time_domain_objective,balanced,classic,None,45,0.3044728730877425,146.72107005119324,0.38025210703062096,8.911368,0.3380386783905728,9.457891,0.2815788966579333,170.57640279986663
None,time_domain_objective,balanced,classic,None,46,0.3044728730877425,149.72731566429138,0.38025210703062096,9.173111,0.3380386783905728,9.457891,0.2815788966579333,174.35348829987925
None,time_domain_objective,balanced,classic,None,47,0.3044728730877425,152.72939229011536,0.38025210703062096,9.394132,0.3380386783905728,9.54351,0.281578879281066,178.10432039992884
None,time_domain_objective,balanced,classic,None,48,0.3044728730877425,155.76789498329163,0.38025210703062096,10.12361,0.3380386783905728,9.54351,0.2815788401881491,181.90746359992772
None,time_domain_objective,balanced,classic,None,49,0.3044728730877425,158.81247305870056,0.38025210703062096,9.801598,0.3380386783905728,9.54351,0.2815788215171604,185.68556149996584
None,time_domain_objective,balanced,classic,None,50,0.3044728730877425,161.7892289161682,0.38025210703062096,9.875675,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,51,0.3044728730877425,161.7892289161682,0.38025210703062096,10.235902,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,52,0.3044728730877425,161.7892289161682,0.38025210703062096,10.297347,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,53,0.3044728730877425,161.7892289161682,0.38025210703062096,10.770072,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,54,0.3044728730877425,161.7892289161682,0.38025210703062096,10.832073,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,55,0.3044728730877425,161.7892289161682,0.38025210703062096,10.904097,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,56,0.3044728730877425,161.7892289161682,0.38025210703062096,11.233722,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,57,0.3044728730877425,161.7892289161682,0.38025210703062096,11.298836,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,58,0.3044728730877425,161.7892289161682,0.3202751309610169,11.501744,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,59,0.3044728730877425,161.7892289161682,0.31698721506676275,12.089955,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,60,0.3044728730877425,161.7892289161682,0.29447651030234717,11.697536,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,61,0.3044728730877425,161.7892289161682,0.29447651030234717,12.089955,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,62,0.3044728730877425,161.7892289161682,0.29447651030234717,12.677325,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,63,0.3044728730877425,161.7892289161682,0.29447651030234717,12.661387,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,64,0.3044728730877425,161.7892289161682,0.29447651030234717,12.697541,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,65,0.3044728730877425,161.7892289161682,0.29447651030234717,12.902453,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,66,0.3044728730877425,161.7892289161682,0.29447651030234717,13.537034,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,67,0.3044728730877425,161.7892289161682,0.29447651030234717,13.444504,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,68,0.3044728730877425,161.7892289161682,0.29447651030234717,13.674625,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,69,0.3044728730877425,161.7892289161682,0.29447651030234717,13.887744,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,70,0.3044728730877425,161.7892289161682,0.29447651030234717,13.903613,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,71,0.3044728730877425,161.7892289161682,0.29447651030234717,14.422579,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,72,0.3044728730877425,161.7892289161682,0.29447651030234717,14.833246,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,73,0.3044728730877425,161.7892289161682,0.29447651030234717,14.833246,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,74,0.3044728730877425,161.7892289161682,0.29447651030234717,14.833246,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
None,time_domain_objective,balanced,classic,None,75,0.3044728730877425,161.7892289161682,0.29447651030234717,14.833246,0.3380386783905728,9.54351,0.2815788215171604,189.46226409997325
