Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.02004142801343714,0.9463610508240772,3.4503373293229114
2,0.02004142801343707,0.020635243737736102,3.4503373293229114
3,0.014795200208920813,0.012615624651459333,2.7306246646347208
4,0.013497175604786025,0.012613182707182173,1.4864986939899059
5,0.012934949086673557,0.012613182707182173,1.4864986939899059
