Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.05087271773875854,0.31683945189082885,18.94646156533654
2,0.04994295991325332,0.06314573243477595,9.522594825164163
3,0.04994295991325332,0.05203039909145706,9.522594825164163
4,0.04960663258729564,0.046936108315711385,9.140553993089565
5,0.046791038317469655,0.046936108315711385,9.140553993089565
