Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.04574964164258418,0.051688649856908894,9.297520421847985
2,0.04574964164258418,0.051688649856908894,0.06333012018692759
3,0.04574964164258418,0.04729368178347709,0.06333012018692759
4,0.04574964164258418,0.04729368178347709,0.06333012018692759
5,0.04574964164258418,0.04729368178347709,0.06333012018692759
