Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.05637418654650911,0.0613871976963515,2.373367079946167
2,0.02536254236651814,0.019011037647289192,2.373367079946167
3,0.020847209481218553,0.015460301722045159,2.373367079946167
4,0.015890663185413142,0.015460301722045159,0.16677972897732812
5,0.015890663185413142,0.013507076934553868,0.16677972897732812
