Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.009364972863454023,0.013609629257070677,3.1794384480170956
2,0.009364972863454023,0.010740808147267362,1.4262782756079808
3,0.009364972863454023,0.009641973365218857,1.4262782756079808
4,0.009364972863454023,0.009374231672847526,1.4262782756079808
5,0.009228452466300701,0.009374231672847526,0.14302225384169068
