Iteration,GA_Cost,PSO_Cost,TPE_Cost,CMA-ES_Cost,GWO_Cost
1,0.47256897059637,0.420340338305192,0.9904126093996181,1.1266604998185294,0.33679002624364096
2,0.47256897059637,0.37055398328581934,0.9904126093996181,0.6856690779853998,0.33679002624364096
