Iteration,GA_Cost,PSO_Cost,TPE_Cost
1,0.4558105744321319,0.38133436310716146,2.7421052219750397
2,0.43793352478952285,0.38120935059712335,1.451978164199178
3,0.4214263022884465,0.25909934881385577,1.451978164199178
4,0.4214263022884465,0.25909934881385577,0.4882654904024957
5,0.4214263022884465,0.25909934881385577,0.4882654904024957
