Objective_Type,Tuning_Profile,Controller_Type,GS_Method,Iteration,GA_Cost,GA_Time,PSO_Cost,PSO_Time,TPE_Cost,TPE_Time,CMA-ES_Cost,CMA-ES_Time,GWO_Cost,GWO_Time
default_objective,balanced,classic,None,1,1.54355534513857,5.64692234992981,1.5858177721926217,5.214153051376343,2.899364358878525,0.54698,3.0862158942166684,0.579176,1.4381512975419455,7.870582800009288
default_objective,balanced,classic,None,2,1.5425789824775238,10.838646650314331,1.5858177721926217,10.008369207382202,2.899364358878525,0.66704,3.0703954144137278,0.613486,1.4381512975419455,14.3434372000047
